Gene,aboral1,aboral2,aboral3,aboral4,oral1,oral2,oral3,oral4
ML220724a,1069,707,863,553,954,932,543,903
ML220725a,113,153,105,103,111,70,85,73
ML220726a,26,22,34,42,23,51,57,54
ML220727a,53,42,48,46,85,53,45,38
ML220728a,961,1092,1011,984,831,781,629,696
ML22072a,7823,7963,9484,7099,14081,6371,5605,8132
ML22073a,587,703,674,570,670,526,426,537
ML22074a,927,781,986,749,925,707,524,757
ML22075a,254,277,298,264,251,199,232,211
ML22076a,0,0,0,0,0,0,0,0
ML22077a,0,0,0,0,0,0,0,0
ML22078a,454,507,435,475,436,355,411,411
ML22079a,0,0,0,0,0,0,0,0
ML22081a,0,0,0,0,0,0,0,0
ML22082a,436,466,438,353,550,349,310,335
ML22083a,906,944,902,805,722,727,653,745
ML22084a,947,1200,1063,957,1161,680,981,752
ML22085a,0,0,0,2,5,7,14,18
ML22086a,0,0,0,0,0,0,0,0
ML221310a,48,62,44,64,41,64,44,41
ML221311a,181,245,168,197,81,183,155,144
ML221312a,0,0,0,0,0,0,0,0
ML221313a,937,865,849,822,663,709,671,612
ML221314a,147,194,193,150,215,146,103,166
ML221315a,208,190,200,197,292,173,115,140
ML221316a,429,417,469,403,524,355,307,393
ML221317a,22,50,25,54,96,19,66,77
ML221318a,276,290,266,192,210,172,154,221
ML221319a,248,154,248,141,39,210,104,183
ML22131a,66,115,69,145,30,39,98,45
ML221320a,1675,2026,2057,1789,2010,1421,1172,1347
ML221321a,419,365,418,287,561,397,217,295
ML221322a,2,7,3,3,18,28,25,21
ML221323a,346,259,316,226,168,265,222,189
ML221324a,3516,4015,4365,3326,8872,3231,3000,3526
ML221325a,144,56,65,93,55,83,71,124
ML221326a,558,534,455,316,570,354,316,395
ML221327a,0,1,1,0,3,3,3,2
ML221328a,1092,1183,909,563,790,804,499,760
ML221329a,231,255,222,138,161,183,99,193
ML22132a,865,5984,2163,2989,1968,1155,1422,898
ML221330a,61,37,29,24,67,35,29,25
ML221331a,282,462,272,258,409,286,210,211
ML221332a,2160,1679,1931,2181,1553,1822,1722,1993
ML221333a,0,0,1,0,1,0,1,0
ML22133a,1639,2135,2241,2837,1011,837,907,810
ML22134a,175,167,156,140,132,146,157,180
ML22135a,0,0,0,0,0,0,0,0
ML22136a,954,958,1107,938,1163,829,767,859
ML22137a,324,367,536,429,443,270,293,275
ML22138a,57,51,69,62,147,66,48,39
ML22139a,346,394,407,396,345,290,235,269
ML22151a,10370,16099,13330,13801,14528,10229,9845,9469
ML22161a,127,340,276,201,286,139,168,164
ML22162a,819,668,813,809,999,697,614,605
ML22163a,176,129,166,86,151,118,86,155
ML22164a,0,0,0,0,0,0,0,0
ML22165a,182,207,195,197,124,152,152,140
ML22166a,1607,2017,1998,1842,2166,1614,1393,1434
ML22167a,333,357,259,291,345,272,248,221
ML22168a,176,237,249,218,320,194,149,161
ML22169a,0,0,0,0,0,0,0,0
ML22181a,193,572,243,367,265,76,189,171
ML222510a,2006,99,615,6,2312,1057,484,1781
ML222511a,69,178,105,57,0,2,1,5
ML222512a,1,1,2,0,2,2,0,1
ML22251a,2,4,4,1,7,4,2,3
ML22252a,171,178,195,148,78,159,113,132
ML22253a,146,152,135,146,180,140,106,122
ML22254a,65,61,67,38,85,65,39,71
ML22255a,65,45,61,43,72,63,46,45
ML22256a,126,81,95,86,74,72,80,86
ML22257a,650,755,871,775,467,542,534,538
ML22258a,0,0,0,0,0,0,0,0
ML22259a,3355,179,908,13,1958,1632,799,2919
ML22261a,582,623,481,509,366,387,325,337
ML22262a,45,91,72,31,61,73,22,46
ML22263a,227,232,251,183,269,222,152,150
ML22264a,23,26,39,17,24,20,15,18
ML22265a,248,225,255,183,328,222,168,219
ML22281a,26,52,17,33,6,10,22,16
ML223010a,227,694,664,834,192,178,219,213
ML223011a,194,338,272,331,277,189,237,212
ML223012a,81,65,49,121,19,27,33,54
ML223013a,78,127,121,118,138,103,80,106
ML223014a,245,159,155,170,396,264,270,349
ML223015a,203,410,280,286,184,163,210,195
ML223016a,277,352,323,262,229,273,150,190
ML223017a,382,387,417,363,293,280,282,299
ML223018a,283,218,179,209,375,233,278,278
ML223019a,764,745,912,831,748,665,624,590
ML22301a,1087,2318,1777,1250,372,357,261,467
ML223020a,0,0,0,0,0,0,0,0
ML223021a,12,15,26,12,17,12,17,14
ML22302a,560,551,662,657,297,267,233,198
ML22303a,134,115,138,131,23,59,43,22
ML22304a,68,78,57,41,163,86,103,81
ML22305a,150,154,174,129,22,71,43,46
ML22306a,175,193,92,71,35,58,52,77
ML22307a,449,290,335,208,365,214,300,557
ML22308a,75,44,81,65,8,48,14,19
ML22309a,514,42,184,28,310,235,29,133
ML22321a,0,0,168,11,232,0,10,0
ML22322a,0,3,185,16,194,0,12,0
ML22323a,1739,2392,2398,2781,483,1122,1470,768
ML22324a,358,32,165,6,187,183,23,75
ML22325a,508,550,641,308,1063,924,578,630
ML223510a,130,73,87,54,93,63,63,74
ML223511a,345,197,293,206,142,195,147,190
ML223512a,259,199,239,173,189,167,142,220
ML223513a,26,65,48,84,56,39,41,36
ML223514a,143,122,88,114,88,73,107,114
ML223515a,1009,1316,1373,1468,1150,758,938,962
ML223516a,1,2,1,4,0,1,3,1
ML223517a,257,477,444,286,271,138,213,216
ML223518a,161,248,286,332,308,227,199,218
ML223519a,0,0,0,0,0,0,0,0
ML22351a,372,229,347,268,313,256,270,364
ML223520b,37,30,42,47,77,64,71,91
ML223521a,432,696,600,394,814,599,766,733
ML223522a,8,12,6,37,11,11,31,7
ML223523a,0,2,1,111,32,994,783,95
ML223524a,589,842,675,786,388,407,388,431
ML223525a,952,1815,1738,2030,552,468,627,552
ML223526a,17,20,13,14,55,33,62,68
ML223527a,29,31,20,31,23,19,18,29
ML223528a,329,288,342,298,338,288,204,312
ML223529a,218,213,262,214,437,269,209,225
ML22352a,273,380,357,440,358,158,343,368
ML223530a,864,86,305,2,696,518,238,740
ML223531a,3889,4206,3663,3184,2459,3397,2595,2960
ML223532a,5882,5185,5256,4943,6166,5471,4313,4447
ML223533a,190,137,145,99,185,182,267,255
ML223534a,6,0,3,3,13,37,73,42
ML223535a,237,334,336,286,158,204,192,172
ML223536a,45,65,63,67,28,19,33,44
ML22353a,2112,2564,2497,2027,2538,2159,1889,1928
ML22354a,230,223,240,232,313,212,187,207
ML22355a,133,179,180,130,202,132,123,123
ML22356a,1,4,8,8,11,10,10,11
ML22357a,304,303,279,335,162,310,218,271
ML22358a,2,1,1,1,1117,467,284,716
ML22359a,22,36,15,22,810,306,454,677
ML22381a,112,53,102,45,134,130,73,106
ML22382a,502,620,714,657,516,453,654,697
ML22383a,17,45,31,33,6,11,12,9
ML22441a,7,3,22,11,8,6,9,5
ML22442a,15,51,16,20,17,25,16,9
ML225210a,8,6,13,2,0,9,6,2
ML225211a,322,368,422,290,317,194,152,233
ML225212a,8,1,9,7,1,8,1,4
ML225213a,7,7,4,1,7,5,12,6
ML225214a,75,81,11,15,100,22,88,139
ML225215a,167,128,152,127,181,89,169,146
ML225216a,20,16,16,22,16,16,17,23
ML225217a,347,292,322,309,297,306,252,241
ML225218a,885,996,1010,989,979,835,706,755
ML225219a,44,167,86,98,56,78,99,96
ML22521a,814,166,345,355,766,1070,1098,1612
ML225220a,0,0,0,1,8,10,21,6
ML225221a,382,443,467,493,136,274,330,251
ML225222a,77,33,63,46,59,49,50,37
ML225223a,5,2,10,1,10,15,1,6
ML22522a,57,80,86,176,134,178,84,35
ML22523a,1091,1203,1684,1196,512,561,1125,751
ML22524a,0,2,0,1,0,3,1,2
ML22525a,391,421,614,449,28,220,310,264
ML22526a,0,0,0,0,0,0,1,0
ML22527a,97,90,158,97,6,53,68,71
ML22528a,1166,502,1508,934,1346,1388,544,939
ML22529a,164,239,259,224,269,153,150,125
ML22531a,48,38,83,62,30,20,33,22
ML22601a,258,275,194,281,261,193,253,234
ML22602a,120,113,118,103,136,132,103,103
ML22603a,278,284,246,253,6,196,181,266
ML22604a,0,0,0,0,0,0,0,0
ML22605a,0,0,0,0,0,0,0,0
ML22611a,16,11,18,8,25,14,5,15
ML22661a,313,957,902,505,38,56,49,54
ML22662a,784,2769,1775,810,94,101,36,137
ML226710a,2,3,0,0,4,2,7,3
ML226711a,342,697,517,547,402,157,318,258
ML226712a,1,2,0,0,10,9,7,2
ML226713a,0,0,0,0,0,0,0,0
ML226714a,384,407,484,492,402,344,392,317
ML226715a,6,43,36,35,19,47,34,6
ML22671a,177,200,196,181,184,216,170,170
ML22672a,4,4,3,0,1,2,4,3
ML22673a,36,26,25,22,25,30,22,32
ML22674a,492,461,485,419,210,482,300,326
ML22675a,207,103,150,183,2685,1515,2087,2151
ML22676a,149,354,216,346,491,324,351,186
ML22677a,143,130,164,122,141,169,122,149
ML22678a,388,253,239,250,272,220,200,201
ML22679a,586,693,565,633,468,532,491,525
ML22681a,6,14,37,29,2,15,22,4
ML22691a,25,11,34,20,23,27,33,22
ML22692a,2,0,0,0,1,1,1,2
ML22693a,86,68,66,100,2,47,39,45
ML22701a,0,0,0,0,0,0,0,0
ML22721a,58,10,34,5,70,51,13,46
ML22741a,0,12,1,0,3,2,0,1
ML22742a,389,484,370,447,734,540,1241,1010
ML22751a,164,216,230,279,409,242,299,219
ML22752a,1,0,0,0,0,0,0,0
ML22753a,138,256,511,347,20,36,47,81
ML22754a,126,171,98,8,149,39,182,78
ML22755a,449,607,442,460,570,385,504,553
ML22756a,7,24,9,8,12,6,13,12
ML22757a,25,70,41,31,118,52,66,92
ML22758a,0,0,0,0,0,0,0,0
ML22759a,0,0,0,0,0,0,0,0
ML227810a,17709,24377,17190,23011,5745,9192,8341,6467
ML227811a,31,20,45,37,17,11,11,14
ML227812a,51,34,49,44,47,24,34,63
ML22781a,109,99,66,42,97,101,26,90
ML22782a,326,287,209,291,152,189,171,202
ML22783a,252,333,242,310,345,229,249,176
ML22784a,499,757,695,750,806,522,530,416
ML22785a,282,443,368,342,221,257,263,240
ML22786a,10,52,22,1,80,3,2,24
ML22787a,0,0,0,0,0,0,0,0
ML22788a,0,0,0,0,0,0,0,0
ML22789a,2,8,0,2,1,0,5,2
ML22791a,226,186,272,288,136,155,178,164
ML22841a,2306,2711,2931,3429,1256,1185,1086,1252
ML22881a,10,10,8,7,4,4,9,11
ML22891a,36,75,52,51,76,43,30,38
ML22892a,7,12,13,11,5,5,7,10
ML22911a,389,273,332,364,59,321,258,292
ML22912a,271,371,423,303,243,187,169,232
ML22913a,1373,1182,1407,759,1083,1018,635,1013
ML22931a,1,0,2,1,0,1,1,1
ML22971a,46,156,131,104,23,7,15,12
ML22972a,116,220,181,102,118,63,81,68
ML22973a,39,7,11,7,55,10,2,26
ML22974a,48,93,102,90,676,420,728,629
ML22975a,30,48,54,41,176,81,135,86
ML22976a,337,315,345,331,366,328,203,275
ML23061a,2083,3626,2161,1809,1456,1504,1181,1338
ML23062a,101,103,76,78,18,71,44,43
ML23063a,0,1,0,0,0,1,2,2
ML23064a,564,618,525,504,647,479,434,477
ML23065a,637,878,860,836,826,544,609,544
ML23066a,192,196,218,160,239,143,134,138
ML23067a,195,156,165,161,80,153,132,134
ML23068a,1941,2651,2374,2329,2640,1847,1718,1908
ML23069a,1134,1481,1679,1402,2008,1286,1292,1218
ML231810a,670,1211,811,1057,471,695,551,446
ML231811a,213,217,273,211,137,65,101,107
ML231812a,46,42,40,36,75,50,64,41
ML231813a,4,4,2,32,227,147,183,347
ML231814a,273,39,49,15,235,90,71,164
ML231815a,30,53,77,93,12,14,53,30
ML231816a,383,21,64,6,80,106,97,256
ML23181a,353,246,312,202,464,214,159,164
ML23182a,330,303,362,275,343,259,266,264
ML23183a,819,767,872,753,864,746,655,687
ML23184a,135,152,150,140,116,178,95,140
ML23185a,90,29,34,14,39,20,14,91
ML23186a,4729,5736,2886,5747,5951,3927,4588,4530
ML23187a,2473,4183,3516,4053,1124,1113,1486,1661
ML23188a,109,147,174,145,74,107,96,75
ML23189a,39,114,74,137,24,20,28,19
ML23221a,24,62,73,35,19,32,17,27
ML23261a,40,20,45,55,22,65,24,29
ML233110a,525,431,528,344,912,351,321,365
ML233111a,1051,919,1005,908,1070,797,836,941
ML233112a,177,438,286,280,207,93,150,196
ML233113a,29,21,21,27,224,110,41,36
ML233114a,51,140,107,83,30,31,36,30
ML233115a,101,68,61,42,88,80,41,57
ML233116a,61,34,80,112,45,73,41,22
ML233117a,441,84,156,79,369,240,68,214
ML233118a,1,0,0,0,0,0,0,0
ML233119a,171,304,251,290,517,258,271,381
ML23311a,239,275,314,278,372,237,215,245
ML233120a,0,0,0,0,0,0,0,0
ML233121a,0,0,0,0,0,0,0,0
ML23312a,250,271,271,231,304,241,216,223
ML23313a,1160,1177,1176,1112,1336,869,1145,1102
ML23314a,0,0,0,0,0,0,0,0
ML23315a,558,476,471,458,508,341,384,397
ML23316a,87,83,85,76,140,49,63,74
ML23317a,7,1,9,2,1,1,3,3
ML23318a,386,396,444,393,655,249,297,331
ML23319a,0,0,0,0,0,0,0,0
ML233310a,0,7,0,0,1,0,0,0
ML233311a,0,10,1,0,1,2,1,1
ML233312a,733,514,549,579,493,432,513,463
ML233313a,0,0,0,0,0,0,0,0
ML233314a,0,0,0,0,0,0,0,0
ML233315a,0,1,3,0,2,0,8,8
ML233316a,2,1,1,6,12,13,22,8
ML233317a,180,135,95,132,78,102,79,128
ML233318a,316,368,366,325,378,293,251,271
ML233319a,551,372,424,429,328,376,329,405
ML23331a,258,229,332,194,268,269,175,212
ML233320a,194,243,227,207,240,156,166,162
ML233321a,417,371,472,402,489,267,315,323
ML233322a,0,1,0,0,0,0,0,1
ML233323a,2,3,1,2,0,2,3,3
ML233324a,21,28,24,11,5,22,15,14
ML233325a,17,26,16,26,9,21,14,21
ML233326a,40,100,76,49,606,1038,993,1110
ML233327a,384,367,497,397,553,382,297,324
ML23332a,106,77,102,100,79,113,103,82
ML23333a,599,503,622,521,462,490,402,419
ML23334a,0,0,0,0,0,0,0,0
ML23335a,331,289,352,344,544,353,276,289
ML23336a,147,135,161,108,119,135,112,126
ML23337a,39,79,67,84,37,15,35,24
ML23338a,16,19,3,1,0,8,3,11
ML23339a,1,5,2,1,0,4,2,3
ML23381a,66,56,54,42,27,63,33,39
ML234010a,0,0,0,0,0,0,0,0
ML234011a,12274,8983,7255,11048,694,816,184,1123
ML234012a,45,15,8,4,6,60,9,39
ML234013a,523,360,305,271,317,347,272,346
ML234014a,2,4,10,5,16,66,113,40
ML234015a,0,0,0,0,0,0,0,0
ML234016a,122,100,344,64,415,398,864,383
ML234017a,10,5,4,13,12,12,26,11
ML234018a,2,3,2,0,2,2,0,8
ML234019a,0,0,0,0,0,0,0,0
ML23401a,0,0,0,1,5,4,1,2
ML234020a,0,0,0,0,0,0,0,0
ML234021a,0,0,2,0,18,23,34,30
ML234022a,387,331,365,403,614,335,285,297
ML234023a,2251,2528,2497,2673,2201,1736,1659,1804
ML234024a,0,0,1,1,1,5,2,0
ML234025a,682,1075,948,1189,695,550,582,580
ML234026a,0,0,0,0,0,0,0,0
ML234027a,854,242,446,262,499,515,235,459
ML234028a,191,230,203,199,161,146,98,132
ML234029a,2915,343,1552,22,1513,1430,133,577
ML23402a,40,51,54,61,69,55,29,45
ML234030a,15,24,7,5,33,62,68,36
ML234031a,997,1419,1064,1021,905,677,628,767
ML234032a,255,180,208,102,272,185,78,150
ML234033a,306,148,166,148,115,187,151,254
ML23403a,0,0,0,0,0,0,0,0
ML23404a,1080,731,889,754,695,759,544,660
ML23405a,618,511,604,594,295,514,387,354
ML23406a,0,0,0,0,9,3,3,5
ML23407a,2,2,3,2,8,5,5,6
ML23408a,0,0,0,0,0,0,0,0
ML23409a,2679,176,1206,24,1089,1322,155,564
ML23421a,709,968,775,877,392,490,528,630
ML23422a,0,0,2,1,0,0,0,0
ML23431a,18,15,16,16,9,8,11,8
ML234510a,608,751,692,678,623,467,450,481
ML234511a,0,0,0,0,0,0,0,1
ML234512a,197,98,318,24,19,70,29,146
ML234513a,0,1,1,0,0,0,0,3
ML234514a,85,91,78,156,202,128,151,116
ML234515a,3316,4861,4094,4674,4817,3138,3918,3349
ML234516a,646,206,149,769,68,142,207,368
ML234517a,315,283,311,407,299,244,241,169
ML234518a,1360,839,1066,1044,932,832,541,642
ML234519a,0,0,0,0,0,0,0,0
ML23451a,334,69,185,39,278,291,49,162
ML234520a,393,196,315,209,212,310,159,197
ML234521a,7,18,13,8,12,14,9,11
ML234522a,1019,1341,1121,803,1133,713,656,665
ML234523a,218,578,540,685,238,188,214,215
ML234524a,165,226,377,445,609,312,493,628
ML234525a,157,278,209,369,234,217,220,177
ML234526a,207,168,197,179,503,253,284,294
ML234527a,2677,1896,2151,1650,2438,2142,1414,2201
ML234528a,0,3,2,0,0,0,0,0
ML234529a,1605,1472,1391,1305,736,1131,1210,1219
ML23452a,339,413,396,344,3667,1420,4584,2324
ML234530a,1457,1910,2070,818,1067,244,601,746
ML234531a,96,90,110,92,132,86,114,127
ML234532a,0,0,0,0,0,0,0,0
ML234533a,0,0,0,1,5,6,7,5
ML234534a,182,214,253,249,221,148,226,231
ML234535a,0,0,0,0,0,0,0,0
ML234536a,521,1552,856,1705,380,250,456,428
ML234537a,24,26,36,17,95,59,40,62
ML234538a,2,3,38,2,13,12,33,19
ML234539a,129,181,125,130,134,164,288,280
ML23453a,140,279,270,328,205,178,171,130
ML234540a,28,39,30,44,22,7,12,22
ML234541a,17066,834,5838,479,11612,9289,1083,5173
ML234542a,126,132,269,159,68,61,79,90
ML234543a,3,2,3,2,5,8,16,5
ML234544a,439,257,359,253,401,311,261,338
ML234545a,0,0,0,0,0,0,0,0
ML234546a,326,172,185,244,168,141,130,159
ML234547a,712,641,603,617,586,639,483,533
ML234548a,539,662,549,525,445,421,367,414
ML234549a,244,319,294,233,324,227,193,235
ML23454a,742,2080,1801,2561,388,517,466,457
ML234550a,234,439,325,399,299,202,249,207
ML234551a,0,0,0,0,0,0,0,0
ML234552a,6,10,5,5,3,6,5,3
ML234553a,1015,1919,777,136,4242,2734,563,4733
ML234554a,1,1,8,9,4,2,8,6
ML234555a,10,13,6,11,6,7,12,4
ML234556a,10,9,11,14,23,10,14,5
ML234557a,380,285,400,266,527,322,228,283
ML234558a,1712,1791,1842,1756,2196,1208,1244,1313
ML234559a,123,167,182,170,159,124,162,131
ML23455a,102,167,192,162,182,201,287,124
ML234560a,177,185,217,108,228,163,66,174
ML234561a,0,0,0,0,1,0,0,0
ML234562a,99,72,115,82,164,96,49,103
ML234563a,1753,2100,2117,1961,1193,1531,1297,1464
ML234564a,0,0,0,0,0,0,0,0
ML234565a,323,341,313,310,400,259,242,256
ML234566a,399,430,379,463,411,309,380,329
ML234567a,4,0,1,2,0,3,1,1
ML234568a,294,319,300,316,214,291,243,255
ML23456a,386,426,519,399,497,424,280,324
ML23457a,9,5,5,7,2,7,10,7
ML23458a,31,21,38,57,15,22,44,30
ML23459a,519,490,773,532,63,390,529,433
ML23481a,93,155,126,172,50,33,74,53
ML23501a,216,203,193,184,103,168,131,163
ML23502a,330,343,314,289,414,230,281,247
ML23503a,0,0,0,1,3,11,23,17
ML23504a,515,55,238,8,326,222,41,69
ML23505a,42,70,51,55,65,47,45,39
ML23506a,413,33,172,3,48,215,23,59
ML23581a,0,0,0,0,0,0,0,0
ML23641a,358,282,323,358,205,298,215,214
ML23651a,90,148,82,79,1,59,43,55
ML23661a,74,120,138,104,41,108,64,81
ML23662a,5,1,0,4,0,0,0,1
ML23663a,73,134,89,49,40,94,40,39
ML23711a,958,1600,1480,1877,1069,818,1088,1035
ML23712a,1041,565,937,925,716,269,622,490
ML23731a,24,29,15,17,16,13,12,17
ML23741a,0,4,3,4,4,5,2,6
ML23761a,205,49,95,42,176,65,34,103
ML23791a,27,247,33,34,240,16,26,17
ML238310a,3,10,3,9,97,293,315,118
ML238311a,4,4,7,3,77,201,186,75
ML238312a,698,925,862,738,480,312,621,649
ML238313a,0,0,0,0,0,0,0,0
ML238314a,0,2,0,0,0,1,0,1
ML238315a,479,321,474,298,443,387,230,354
ML238316a,152,229,239,254,154,104,120,131
ML238317a,206,377,292,512,284,159,286,201
ML238318a,542,652,657,699,797,587,691,713
ML238319a,0,0,0,0,0,0,0,0
ML23831a,131,108,115,89,108,73,99,122
ML238320a,0,0,0,0,0,0,0,0
ML238321a,196,122,181,105,131,127,50,129
ML238322a,20,23,18,19,11,10,10,12
ML23832a,126,84,88,63,79,57,64,70
ML23833a,756,716,772,670,1004,678,528,625
ML23834a,0,0,0,0,0,0,0,1
ML23835a,3,2,2,3,1,3,1,2
ML23836a,4928,14419,7956,8142,3537,2269,2900,2906
ML23837a,0,0,0,0,0,0,0,0
ML23838a,521,554,550,524,419,490,492,573
ML23839a,324,209,349,211,201,97,144,185
ML23881a,0,0,0,0,0,0,0,0
ML23891a,5,13,4,0,2,0,1,2
ML239510a,1027,1077,1587,1103,1280,955,1030,1009
ML239511a,27,52,40,38,43,18,20,41
ML239512a,5037,8808,6908,11949,483,1346,1872,1849
ML239513a,0,0,0,0,0,0,0,0
ML239514a,453,405,487,409,625,446,360,416
ML239515a,229,173,196,145,230,195,169,200
ML239516a,275,199,200,232,218,212,212,228
ML239517a,195,161,123,102,152,142,124,147
ML239518a,117,143,147,119,136,131,84,105
ML239519a,488,582,560,602,742,485,379,423
ML23951a,76,51,53,31,80,58,36,33
ML239520a,307,251,294,241,359,260,207,244
ML239521a,119,126,143,98,159,139,89,88
ML239522a,224,232,248,206,267,186,146,195
ML239523a,267,124,149,104,183,159,84,158
ML239524a,0,0,0,0,0,0,0,0
ML239525a,347,236,320,279,249,187,170,234
ML239526a,4,2,2,0,3,1,2,2
ML239527a,151,232,242,176,205,190,226,191
ML23952a,1413,2838,2676,3257,385,573,921,729
ML23953a,17,21,31,23,21,44,25,28
ML23954a,22,21,29,21,37,61,38,28
ML23955a,99,155,172,174,137,88,108,123
ML23956a,124,124,92,112,225,105,100,103
ML23957a,433,498,502,429,554,372,335,347
ML23958a,70,110,127,87,107,77,74,68
ML23959a,199,174,250,145,119,104,112,134
ML239910a,323,449,434,478,327,456,379,283
ML239911a,362,387,479,285,475,238,228,334
ML239912a,469,401,598,407,461,330,380,462
ML239913a,315,338,393,284,423,268,280,312
ML239914a,436,420,424,418,526,342,420,293
ML239915a,252,277,258,354,329,286,330,215
ML239916a,0,0,0,0,0,0,0,0
ML23991a,18,31,16,20,59,8,27,13
ML23992a,259,407,430,371,367,305,251,285
ML23993a,220,220,198,142,227,196,120,150
ML23994a,110,92,98,97,157,96,93,113
ML23995a,435,403,514,295,2538,826,1271,1416
ML23996a,1656,1206,714,706,2235,5135,5178,2172
ML23997a,102,170,133,136,134,195,162,148
ML23998a,368,372,330,310,246,309,236,251
ML23999a,254,178,201,193,245,110,99,191
ML24001a,1063,1602,2930,2445,9,73,5,41
ML24002a,734,1059,998,1016,308,550,476,620
ML24003a,1791,2886,2372,2124,1118,1104,1225,1421
ML24004a,0,0,1,0,1,0,0,0
ML24005a,856,818,810,668,540,418,772,669
ML24006a,0,0,0,0,0,0,0,0
ML24007a,0,0,0,0,0,0,0,0
ML24011a,3,10,4,1,2,8,2,10
ML24031a,13,12,10,2,11,5,6,16
ML24141a,101,88,116,100,29,98,53,54
ML24142a,0,14,4,7,0,0,1,0
ML24143a,67,76,68,46,28,53,30,32
ML24144a,285,363,263,296,210,246,227,202
ML24145a,31,31,74,48,132,158,150,162
ML24146a,17,15,19,27,6,18,18,14
ML24161a,8,3,7,5,9,17,5,6
ML24171a,80,110,121,111,24,91,110,106
ML24172a,0,0,0,0,0,0,0,0
ML24173a,195,160,145,181,112,105,143,139
ML24221a,23,29,40,43,30,18,36,17
ML24222a,157,477,269,384,75,56,109,93
ML24223a,8,2,2,15,3,10,12,32
ML24224a,101,19,12,129,4,41,62,120
ML24225a,0,0,0,1,2,1,0,0
ML24226a,0,0,0,0,0,0,0,0
ML24227a,1248,990,1095,977,965,955,681,764
ML24241a,2,9,16,12,7,8,3,2
ML24271a,0,0,0,0,0,0,0,0
ML242810a,23,72,36,50,37,30,56,26
ML24281a,6408,21639,18059,26482,3110,1918,5325,3608
ML24282a,263,218,226,197,204,118,172,166
ML24283a,12,25,43,32,67,49,72,80
ML24284a,18,37,6,11,82,110,116,132
ML24285a,79,86,45,127,158,125,115,72
ML24286a,948,966,2486,1597,1170,635,652,962
ML24287a,2110,2440,2622,2251,870,1051,1566,1703
ML24288a,5,5,2,0,3,2,0,2
ML24289a,222,184,243,192,317,163,170,199
ML24331a,1293,1652,1610,1457,1550,1238,1316,1246
ML24332a,299,347,337,369,464,240,260,249
ML24333a,94,83,74,75,126,91,76,85
ML24334a,13,14,15,8,12,10,4,4
ML24335a,338,328,279,283,232,296,260,303
ML24401a,6,4,6,0,1,20,3,5
ML24431a,0,0,0,0,0,0,0,0
ML24491a,18,22,17,16,25,22,12,12
ML24501a,0,0,0,0,0,0,0,0
ML24541a,0,0,1,1,4,0,1,0
ML24542a,30,43,17,8,7,2,15,4
ML24581a,4,7,7,1,0,2,7,0
ML24671a,639,410,437,307,698,577,379,431
ML24681a,0,7,1,3,3,2,1,0
ML24811a,1670,2311,2114,2321,1503,1243,1627,1641
ML24841a,435,358,514,425,334,392,299,321
ML24842a,876,1113,1225,867,793,1711,2881,1827
ML24843a,375,482,528,371,237,765,1106,742
ML24844a,168,352,253,188,115,100,83,79
ML24845a,1025,2223,2440,3072,126,140,354,244
ML24881a,19,106,34,9,348,40,14,14
ML24901a,6,5,13,1,9,8,3,5
ML24921a,18,73,48,33,21,16,8,11
ML24931a,0,2,0,0,0,0,0,0
ML24991a,425,449,557,484,500,375,283,346
ML24992a,133,134,116,101,135,139,98,97
ML24993a,685,261,372,232,623,521,271,356
ML24994a,166,520,401,83,371,19,129,236
ML24995a,47,37,116,44,17,28,21,41
ML25041a,163,218,180,148,124,159,116,142
ML25042a,243,433,385,288,238,225,180,265
ML250610a,510,1059,1160,1519,615,382,638,534
ML250611a,109,85,209,79,130,73,261,176
ML250612a,298,343,369,391,318,229,249,298
ML250613a,59,43,85,45,81,9,56,53
ML25061a,150,182,367,236,127,122,112,218
ML25062a,2035,2305,2438,2220,1479,1727,1579,1726
ML25063a,0,0,0,0,0,0,0,0
ML25064a,0,0,0,0,0,0,0,0
